sku,qtd,descricao,parceira,atlas,tecnico,data,movimento,sap,id_tecnico,modalidade,responsavel,cat_material,observacao,modelo
d86c5a03a651,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,EDSON,25/08/2025 08:36:22,DEVOLUCAO,41001481,101,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 HGJ310
c85d38fae77c,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,EDSON,25/08/2025 08:36:28,DEVOLUCAO,41001481,101,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 HGJ310
942cb3ec1c13,,DUAL,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,EDSON,25/08/2025 08:37:09,DEVOLUCAO,41001292,101,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,HUMAX HGB10R-02
CABO PRETO,305,CABO PRETO,MISCELANEA,MISCELANEA,DEMERIO,25/08/2025 08:37:28,ENTREGA,22026223,13,ADS,MARCELO,CRITICO,DIGITEC FTZ,CABO COAXIAL RG6 TRI C/M PT
f4e84f87ca6a,,GPON 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,EDSON,25/08/2025 08:38:08,DEVOLUCAO,41001590,101,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL GPON ONT WIFI6 F6600P-NACIONAL
216909927690,,TOP MIX,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,EDSON,25/08/2025 08:38:14,DEVOLUCAO,41001276,101,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,DECODER DIGITAL HD HNB100 2T
246347258585,,CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,EDSON,25/08/2025 08:38:17,DEVOLUCAO,41001234,101,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,SMART CARD PRETO NAGRA
241670036470,,4K RFIP,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,EDSON,25/08/2025 08:38:44,DEVOLUCAO,41001583,101,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,DECODER CARDLESS 4K UHD S4KCW5 CABO IP
e8d2ff96ccbf,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,EDSON,25/08/2025 08:38:51,DEVOLUCAO,41001504,101,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 FAST3895
f820d2079be0,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,EDSON,25/08/2025 08:39:05,DEVOLUCAO,41001520,101,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 32X8 EMTA WIF TG3442
48d682371d40,,GPON 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,EDSON,25/08/2025 08:39:24,DEVOLUCAO,41001590,101,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL GPON ONT WIFI6 F6600P-NACIONAL
b4f2676823b0,,WIFI MESH,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,EDSON,25/08/2025 08:39:57,DEVOLUCAO,41001523,101,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL EXTENSOR WIFI MESH AP5541
CABO DROP,500,CABO DROP,MISCELANEA,MISCELANEA,MYCON,25/08/2025 08:42:11,ENTREGA,22057657,108,ADS,IARLEY,CRITICO,DIGITEC FTZ,CABO DROP 1FO LOW F FIG8 CINZA
CABO DE REDE,70,CABO DE REDE,MISCELANEA,MISCELANEA,DEMERIO,25/08/2025 08:44:34,ENTREGA,22056369,13,ADS,RENATO,CRITICO,DIGITEC FTZ,CABO UTP CAT5E ETHERNET NET
ESTICADOR,20,ESTICADOR,MISCELANEA,MISCELANEA,WESLEY,25/08/2025 08:45:26,ENTREGA,22057659,44,ADS,RENATO,NAO CRITICO,DIGITEC FTZ,ESTICADOR CUNHA P/DROP FO SDA1 DPR
2035435ca7ec,,WIFI 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,ROBERIO,25/08/2025 09:15:23,DEVOLUCAO,41001552,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896
2035435c919c,,WIFI 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,ROBERIO,25/08/2025 09:15:47,DEVOLUCAO,41001552,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896
2035435ca8c5,,WIFI 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,ROBERIO,25/08/2025 09:16:34,DEVOLUCAO,41001552,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896
bc644bda248b,,DUAL,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,ROBERIO,25/08/2025 09:18:16,DEVOLUCAO,41001293,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,ARRIS TG1692A
9877e7c0c842,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,ROBERIO,25/08/2025 09:18:27,DEVOLUCAO,41001486,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 CG3000
c4eb42ea3706,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,ROBERIO,25/08/2025 09:19:07,DEVOLUCAO,41001504,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 FAST3895
20354356fb1f,,WIFI 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,ROBERIO,25/08/2025 09:19:17,DEVOLUCAO,41001552,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896
b4f267342173,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,ROBERIO,25/08/2025 09:19:59,DEVOLUCAO,41001485,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 CH8568
541310dd585a,,ONT,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,ROBERIO,25/08/2025 09:20:05,DEVOLUCAO,41001434,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,KIT ONT HG8245Q2 DUAL BAND NACIONAL
dc5193dad132,,WIFI MESH,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,ROBERIO,25/08/2025 09:20:12,DEVOLUCAO,41001605,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL MESH EXTENSOR WIFI 6 Z1320
48d68237393c,,GPON 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,ROBERIO,25/08/2025 09:21:36,DEVOLUCAO,41001590,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL GPON ONT WIFI6 F6600P-NACIONAL
48d68237366c,,GPON 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,PERDA,ROBERIO,25/08/2025 09:21:40,DEVOLUCAO,41001590,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL GPON ONT WIFI6 F6600P-NACIONAL
48d68237357c,,GPON 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,ROBERIO,25/08/2025 09:22:32,DEVOLUCAO,41001590,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL GPON ONT WIFI6 F6600P-NACIONAL
8c444f09920a,,,,,ROBERIO,25/08/2025 09:23:02,DEVOLUCAO,,103,ADS,IARLEY,,DIGITEC FTZ,
6802b814766d,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,ROBERIO,25/08/2025 09:23:58,DEVOLUCAO,41001485,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 CH8568
30e98e159cc5,,ONT,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,ROBERIO,25/08/2025 09:24:12,DEVOLUCAO,41001434,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,KIT ONT HG8245Q2 DUAL BAND NACIONAL
64fd965fa25d,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,PERDA,ROBERIO,25/08/2025 09:24:17,DEVOLUCAO,41001504,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 FAST3895
484bd4aa09e4,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,ROBERIO,25/08/2025 09:24:27,DEVOLUCAO,41001513,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 TC3102 32X8
10412134eb50,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,ROBERIO,25/08/2025 09:24:39,DEVOLUCAO,41001518,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 WIFI HI3120
90aac3a8fdf0,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,ROBERIO,25/08/2025 09:24:46,DEVOLUCAO,41001518,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 WIFI HI3120
1041210807a0,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,ROBERIO,25/08/2025 09:25:01,DEVOLUCAO,41001518,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 WIFI HI3120
5cfa25170f13,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,ROBERIO,25/08/2025 09:25:07,DEVOLUCAO,41001504,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 FAST3895
30e98e156de3,,ONT,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,ROBERIO,25/08/2025 09:25:25,DEVOLUCAO,41001434,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,KIT ONT HG8245Q2 DUAL BAND NACIONAL
89550534860001190644,,CHIP,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,ROBERIO,25/08/2025 09:30:12,DEVOLUCAO,23105,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,SIM CARD MOVEL
20354313536a,,WIFI 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,ROBERIO,25/08/2025 09:30:17,DEVOLUCAO,41001552,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896
905851a6ca47,,DUAL,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,ROBERIO,25/08/2025 09:30:21,DEVOLUCAO,41001294,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TECHNICOLOR TC7337NET
d86c5a4b8ae4,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,ROBERIO,25/08/2025 09:30:28,DEVOLUCAO,41001481,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 HGJ310
943c96acbc33,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,ROBERIO,25/08/2025 09:30:43,DEVOLUCAO,41001504,103,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 FAST3895
RJ 45,4,RJ 45,MISCELANEA,MISCELANEA,DEMERIO,25/08/2025 10:03:46,ENTREGA,22061811,13,ADS,RENATO,CRITICO,DIGITEC FTZ,CONECTOR UTP RJ45 M CAT 5 24AWG
CASA 0,5,CASA 0,MISCELANEA,MISCELANEA,WESLEY,25/08/2025 10:04:02,ENTREGA,22056342,44,ADS,RENATO,NAO CRITICO,DIGITEC FTZ,MARCADOR CASA PTO NR 0
CASA 1,5,CASA 1,MISCELANEA,MISCELANEA,WESLEY,25/08/2025 10:04:02,ENTREGA,22056343,44,ADS,RENATO,NAO CRITICO,DIGITEC FTZ,MARCADOR CASA PTO NR 1
CASA 2,5,CASA 2,MISCELANEA,MISCELANEA,WESLEY,25/08/2025 10:04:02,ENTREGA,22056344,44,ADS,RENATO,NAO CRITICO,DIGITEC FTZ,MARCADOR CASA PTO NR 2
CASA 3,5,CASA 3,MISCELANEA,MISCELANEA,WESLEY,25/08/2025 10:04:02,ENTREGA,22056345,44,ADS,RENATO,NAO CRITICO,DIGITEC FTZ,MARCADOR CASA PTO NR 3
CASA 4,5,CASA 4,MISCELANEA,MISCELANEA,WESLEY,25/08/2025 10:04:02,ENTREGA,22056340,44,ADS,RENATO,NAO CRITICO,DIGITEC FTZ,MARCADOR CASA PTO NR 4
CASA 5,5,CASA 5,MISCELANEA,MISCELANEA,WESLEY,25/08/2025 10:04:02,ENTREGA,22056331,44,ADS,RENATO,NAO CRITICO,DIGITEC FTZ,MARCADOR CASA PTO NR 5
CASA 6,5,CASA 6,MISCELANEA,MISCELANEA,WESLEY,25/08/2025 10:04:02,ENTREGA,22056336,44,ADS,RENATO,NAO CRITICO,DIGITEC FTZ,MARCADOR CASA PTO NR 6
CASA 7,5,CASA 7,MISCELANEA,MISCELANEA,WESLEY,25/08/2025 10:04:02,ENTREGA,22056341,44,ADS,RENATO,NAO CRITICO,DIGITEC FTZ,MARCADOR CASA PTO NR 7
CASA 8,5,CASA 8,MISCELANEA,MISCELANEA,WESLEY,25/08/2025 10:04:02,ENTREGA,22056337,44,ADS,RENATO,NAO CRITICO,DIGITEC FTZ,MARCADOR CASA PTO NR 8
CASA 9,5,CASA 9,MISCELANEA,MISCELANEA,WESLEY,25/08/2025 10:04:02,ENTREGA,22056339,44,ADS,RENATO,NAO CRITICO,DIGITEC FTZ,MARCADOR CASA PTO NR 9
CABO DROP,300,CABO DROP,MISCELANEA,MISCELANEA,JOSE EDUARDO,25/08/2025 10:55:04,ENTREGA,22057657,28,ADS,MARCELO,CRITICO,DIGITEC FTZ,CABO DROP 1FO LOW F FIG8 CINZA
